"Border Guard Post","Border crossing","Type of border crossing","Border Guard Unit","Date","Direction to / from Poland","Citizenship (code)","UE / Schengen","Number of persons (checked-in)","Number of people (evacuated)"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","NO","Schengen","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","GE","0","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","LV","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","US","0","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","ES","UE","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","CA","0","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","GB","0","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","UA","0","393","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","IT","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","IL","0","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","PT","UE","3","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","DE","UE","7","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-20","departure from Poland","GR","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","US","0","11","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","BY","0","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","PK","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","RU","0","7","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","PT","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","AM","0","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","SY","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","DK","UE","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","TW","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","LV","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","JP","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","CH","Schengen","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","EE","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","DE","UE","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","LT","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","NN","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","UA","0","3329","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","GB","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","IL","0","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","NL","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","SE","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","MD","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","XB","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","arrival in Poland","NG","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","US","0","7","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","PT","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","DK","UE","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","GE","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","DE","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","LV","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","LT","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","IT","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","MD","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","BY","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","IL","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","UA","0","1005","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","NL","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-21","departure from Poland","XB","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","TM","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","MA","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","BY","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","AM","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","RU","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","DZ","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","UZ","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","GE","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","FI","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","KZ","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","LT","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","UA","0","941","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","CL","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","arrival in Poland","TN","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","departure from Poland","US","0","4","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","departure from Poland","KZ","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","departure from Poland","IL","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-03-21","departure from Poland","UA","0","68","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","FR","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","BR","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","PT","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","BY","0","5","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","AZ","0","3","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","US","0","4","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","TM","0","2","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","RU","0","7","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","LV","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","ES","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","LT","UE","7","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","NN","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","AM","0","2","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","IR","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","VN","0","2","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","GE","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","CZ","UE","2","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","HU","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","MD","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","UA","0","2271","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","DE","UE","6","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","GB","0","3","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","arrival in Poland","EE","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","BY","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","US","0","3","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","RU","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","GE","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","SY","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","IR","0","2","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","DE","UE","9","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","UA","0","606","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","PT","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","GB","0","2","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","LT","UE","3","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","CZ","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","HU","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-03-21","departure from Poland","TR","0","1","0"
"Hrubieszow","Hrubieszow-Wlodzimierz Wolynski","railway","Nadbuzanski","2022-03-21","arrival in Poland","UA","0","24","0"
"Hrubieszow","Hrubieszow-Wlodzimierz Wolynski","railway","Nadbuzanski","2022-03-21","departure from Poland","UA","0","25","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","LY","0","9","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","RU","0","27","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","PT","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","US","0","22","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","VN","0","7","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","CA","0","6","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","KZ","0","4","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","ET","0","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","ES","UE","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","BR","0","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","AZ","0","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","AU","0","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","LV","UE","4","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","GE","0","36","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","FR","0","8","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","LT","UE","15","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","FI","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","NO","Schengen","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-03-21","arrival in Poland","AM","0","12","0"
