"Border Guard Post","Border crossing","Type of border crossing","Border Guard Unit","Date","Direction to / from Poland","Citizenship (code)","UE / Schengen","Number of persons (checked-in)","Number of people (evacuated)"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-19","departure from Poland","PT","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-19","departure from Poland","RO","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-19","departure from Poland","LT","UE","7","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-19","departure from Poland","LV","UE","33","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-19","arrival in Poland","RU","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-19","arrival in Poland","UA","0","81","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-19","departure from Poland","UA","0","24","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","arrival in Poland","BY","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","arrival in Poland","NL","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","arrival in Poland","FR","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","arrival in Poland","UA","0","850","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","arrival in Poland","MD","0","2","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","arrival in Poland","GE","0","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","arrival in Poland","BE","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","departure from Poland","NO","Schengen","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","departure from Poland","DK","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","departure from Poland","UA","0","797","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-19","departure from Poland","DE","UE","6","0"
"Hrubieszow","Hrubieszow-Wlodzimierz Wolynski","railway","Nadbuzanski","2022-02-19","arrival in Poland","UA","0","7","0"
"Hrubieszow","Hrubieszow-Wlodzimierz Wolynski","railway","Nadbuzanski","2022-02-19","departure from Poland","UA","0","6","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","IT","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","SE","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","RO","UE","7","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","CI","0","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","MD","0","17","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","GE","0","3","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","UA","0","1847","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","RU","0","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","BY","0","7","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","KZ","0","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","BG","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","LT","UE","140","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","LV","UE","4","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","US","0","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","PT","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","arrival in Poland","NO","Schengen","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","BY","0","5","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","US","0","3","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","EE","UE","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","RO","UE","8","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","RU","0","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","UA","0","1787","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","SE","UE","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","LV","UE","34","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","TR","0","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","NN","0","3","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","LT","UE","13","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","MD","0","28","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-19","departure from Poland","KZ","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","GE","0","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","SK","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","FR","0","6","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","PT","UE","9","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","RU","0","6","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","JP","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","BY","0","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","UA","0","4127","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","CZ","UE","11","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","US","0","11","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","BG","UE","5","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","DE","UE","26","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","NL","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","RO","UE","103","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","BP","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","ES","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","LT","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","TR","0","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","AZ","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","XB","0","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","GB","0","7","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","MD","0","11","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","arrival in Poland","IL","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","HR","UE","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","GE","0","3","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","ES","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","US","0","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","UA","0","2651","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","CH","Schengen","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","GB","0","7","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","RO","UE","76","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","DE","UE","43","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","ZA","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","AM","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","MD","0","43","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","CZ","UE","23","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","HU","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","NL","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","CA","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","RU","0","4","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","AZ","0","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","BG","UE","1","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","BY","0","2","0"
"Korczowa","Korczowa-Krakowiec","road","Bieszczadzki","2022-02-19","departure from Poland","PT","UE","6","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","arrival in Poland","LT","UE","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","arrival in Poland","RO","UE","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","arrival in Poland","IE","UE","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","arrival in Poland","UA","0","364","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","arrival in Poland","BY","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","arrival in Poland","DE","UE","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","departure from Poland","AM","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","departure from Poland","LT","UE","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","departure from Poland","MX","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","departure from Poland","TR","0","1","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","departure from Poland","UA","0","144","0"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-02-19","departure from Poland","DE","UE","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","SK","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","GE","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","LV","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","CZ","UE","7","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","RO","UE","91","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","LT","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","US","0","5","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","UA","0","4989","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","MX","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","FR","0","4","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","MD","0","20","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","DE","UE","11","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","IT","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","AU","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","IE","UE","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","AT","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","GB","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","HU","UE","4","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","RU","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","PT","UE","15","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","arrival in Poland","NL","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","GE","0","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","RO","UE","51","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","CZ","UE","3","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","DE","UE","4","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","AU","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","PT","UE","4","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","BY","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","HU","UE","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","NL","UE","3","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","US","0","1","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","MD","0","77","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","UA","0","3712","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","IT","UE","6","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","BG","UE","2","0"
"Medyka","Medyka-Szeginie","road","Bieszczadzki","2022-02-19","departure from Poland","XB","0","1","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-19","arrival in Poland","AT","UE","1","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-19","arrival in Poland","RO","UE","1","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-19","arrival in Poland","UA","0","244","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-19","departure from Poland","CZ","UE","2","0"
"Kroscienko","Kroscienko-Smolnica","road","Bieszczadzki","2022-02-19","departure from Poland","UA","0","271","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","DE","UE","4","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","MD","0","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","RO","UE","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","US","0","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","BG","UE","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","BY","0","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","DK","UE","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","GE","0","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","NL","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","ES","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","CZ","UE","5","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","LT","UE","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","RU","0","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","UA","0","1276","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","arrival in Poland","PT","UE","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","departure from Poland","UA","0","919","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","departure from Poland","MD","0","10","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","departure from Poland","DE","UE","2","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","departure from Poland","HU","UE","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","departure from Poland","CZ","UE","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","departure from Poland","RO","UE","3","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","departure from Poland","CA","0","1","0"
"Lubaczow","Budomierz-Hruszew","road","Bieszczadzki","2022-02-19","departure from Poland","US","0","3","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","arrival in Poland","RS","0","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","arrival in Poland","UA","0","451","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","arrival in Poland","MD","0","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","arrival in Poland","GE","0","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","arrival in Poland","BY","0","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","arrival in Poland","NL","UE","2","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","arrival in Poland","SK","UE","1","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","arrival in Poland","LT","UE","18","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","departure from Poland","UA","0","263","0"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-02-19","departure from Poland","MD","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","LT","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","LV","UE","6","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","UA","0","2325","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","SK","UE","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","DE","UE","6","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","TR","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","AM","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","NO","Schengen","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","DK","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","NN","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","MD","0","4","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","GE","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","HU","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","RO","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","BY","0","9","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","MK","0","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","RU","0","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","arrival in Poland","HR","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","UA","0","2079","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","LT","UE","11","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","DE","UE","8","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","RO","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","EE","UE","1","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","MD","0","14","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","BY","0","11","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","RU","0","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","LV","UE","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","NL","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","GE","0","3","0"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-02-20","departure from Poland","NN","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-20","arrival in Poland","UA","0","85","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-20","arrival in Poland","NO","Schengen","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-20","arrival in Poland","GE","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-20","arrival in Poland","BY","0","1","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-20","arrival in Poland","DE","UE","2","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-20","departure from Poland","UA","0","36","0"
"Dorohusk","Dorohusk-Jagodzin","railway","Nadbuzanski","2022-02-20","departure from Poland","KZ","0","2","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","arrival in Poland","RO","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","arrival in Poland","DE","UE","5","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","arrival in Poland","SK","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","arrival in Poland","BE","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","arrival in Poland","AT","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","arrival in Poland","UA","0","799","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","arrival in Poland","FI","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","departure from Poland","NL","UE","1","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","departure from Poland","CZ","UE","3","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","departure from Poland","DE","UE","3","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","departure from Poland","UA","0","432","0"
"Hrubieszow","Zosin-Ustilug","road","Nadbuzanski","2022-02-20","departure from Poland","SK","UE","1","0"
"Hrubieszow","Hrubieszow-Wlodzimierz Wolynski","railway","Nadbuzanski","2022-02-20","arrival in Poland","UA","0","6","0"
"Hrubieszow","Hrubieszow-Wlodzimierz Wolynski","railway","Nadbuzanski","2022-02-20","departure from Poland","UA","0","7","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","ES","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","BE","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","DE","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","NN","0","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","RO","UE","14","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","MD","0","24","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","BY","0","2","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","PT","UE","1","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","GE","0","7","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","UA","0","1817","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","LT","UE","21","0"
"Hrebenne","Hrebenne-Rawa Ruska","road","Nadbuzanski","2022-02-20","arrival in Poland","AZ","0","1","0"
